ethnicity,LAD19CD,count_lad19
Other ethnic group: Any other ethnic group,E09000030,3214
All usual residents,E09000032,306995
White,E09000032,219216
White: English/Welsh/Scottish/Northern Irish/British,E09000032,163739
White: Irish,E09000032,7664
White: Gypsy or Irish Traveller,E09000032,163
White: Other White,E09000032,47650
Mixed/multiple ethnic groups,E09000032,15241
Mixed/multiple ethnic groups: White and Black Caribbean,E09000032,4642
Mixed/multiple ethnic groups: White and Black African,E09000032,2034
Mixed/multiple ethnic groups: White and Asian,E09000032,3887
Mixed/multiple ethnic groups: Other Mixed,E09000032,4678
Asian/Asian British,E09000032,33338
Asian/Asian British: Indian,E09000032,8642
Asian/Asian British: Pakistani,E09000032,9718
Asian/Asian British: Bangladeshi,E09000032,1493
Asian/Asian British: Chinese,E09000032,3715
Asian/Asian British: Other Asian,E09000032,9770
Black/African/Caribbean/Black British,E09000032,32756
Black/African/Caribbean/Black British: African,E09000032,14818
Black/African/Caribbean/Black British: Caribbean,E09000032,12297
Black/African/Caribbean/Black British: Other Black,E09000032,5641
Other ethnic group,E09000032,6444
Other ethnic group: Arab,E09000032,2350
Other ethnic group: Any other ethnic group,E09000032,4094
All usual residents,E09000033,219396
White,E09000033,135330
White: English/Welsh/Scottish/Northern Irish/British,E09000033,77334
White: Irish,E09000033,4960
White: Gypsy or Irish Traveller,E09000033,76
White: Other White,E09000033,52960
Mixed/multiple ethnic groups,E09000033,11395
Mixed/multiple ethnic groups: White and Black Caribbean,E09000033,1869
Mixed/multiple ethnic groups: White and Black African,E09000033,1927
Mixed/multiple ethnic groups: White and Asian,E09000033,3584
Mixed/multiple ethnic groups: Other Mixed,E09000033,4015
Asian/Asian British,E09000033,31862
Asian/Asian British: Indian,E09000033,7213
Asian/Asian British: Pakistani,E09000033,2328
Asian/Asian British: Bangladeshi,E09000033,6299
Asian/Asian British: Chinese,E09000033,5917
Asian/Asian British: Other Asian,E09000033,10105
Black/African/Caribbean/Black British,E09000033,16472
Black/African/Caribbean/Black British: African,E09000033,9141
Black/African/Caribbean/Black British: Caribbean,E09000033,4449
Black/African/Caribbean/Black British: Other Black,E09000033,2882
Other ethnic group,E09000033,24337
Other ethnic group: Arab,E09000033,15724
Other ethnic group: Any other ethnic group,E09000033,8613
All usual residents,E09000002,185911
White,E09000002,108386
White: English/Welsh/Scottish/Northern Irish/British,E09000002,91949
White: Irish,E09000002,1730
White: Gypsy or Irish Traveller,E09000002,182
White: Other White,E09000002,14525
Mixed/multiple ethnic groups,E09000002,7878
Mixed/multiple ethnic groups: White and Black Caribbean,E09000002,2669
Mixed/multiple ethnic groups: White and Black African,E09000002,2128
Mixed/multiple ethnic groups: White and Asian,E09000002,1246
Mixed/multiple ethnic groups: Other Mixed,E09000002,1835
Asian/Asian British,E09000002,29594
Asian/Asian British: Indian,E09000002,7436
Asian/Asian British: Pakistani,E09000002,8007
Asian/Asian British: Bangladeshi,E09000002,7701
Asian/Asian British: Chinese,E09000002,1315
Asian/Asian British: Other Asian,E09000002,5135
Black/African/Caribbean/Black British,E09000002,37140
Black/African/Caribbean/Black British: African,E09000002,28685
Black/African/Caribbean/Black British: Caribbean,E09000002,5227
Black/African/Caribbean/Black British: Other Black,E09000002,3228
Other ethnic group,E09000002,2913
Other ethnic group: Arab,E09000002,973
Other ethnic group: Any other ethnic group,E09000002,1940
All usual residents,E09000003,356386
White,E09000003,228553
White: English/Welsh/Scottish/Northern Irish/British,E09000003,162117
White: Irish,E09000003,8685
White: Gypsy or Irish Traveller,E09000003,151
White: Other White,E09000003,57600
Mixed/multiple ethnic groups,E09000003,17169
Mixed/multiple ethnic groups: White and Black Caribbean,E09000003,3097
Mixed/multiple ethnic groups: White and Black African,E09000003,3112
Mixed/multiple ethnic groups: White and Asian,E09000003,5882
Mixed/multiple ethnic groups: Other Mixed,E09000003,5078
Asian/Asian British,E09000003,65918
Asian/Asian British: Indian,E09000003,27920
Asian/Asian British: Pakistani,E09000003,5344
Asian/Asian British: Bangladeshi,E09000003,2215
Asian/Asian British: Chinese,E09000003,8259
Asian/Asian British: Other Asian,E09000003,22180
Black/African/Caribbean/Black British,E09000003,27431
Black/African/Caribbean/Black British: African,E09000003,19392
Black/African/Caribbean/Black British: Caribbean,E09000003,4468
Black/African/Caribbean/Black British: Other Black,E09000003,3571
Other ethnic group,E09000003,17315
Other ethnic group: Arab,E09000003,5210
Other ethnic group: Any other ethnic group,E09000003,12105
All usual residents,E09000004,231997
White,E09000004,189962
White: English/Welsh/Scottish/Northern Irish/British,E09000004,179250
White: Irish,E09000004,2596
White: Gypsy or Irish Traveller,E09000004,624
White: Other White,E09000004,7492
Mixed/multiple ethnic groups,E09000004,5395
Mixed/multiple ethnic groups: White and Black Caribbean,E09000004,1676
Mixed/multiple ethnic groups: White and Black African,E09000004,983
Mixed/multiple ethnic groups: White and Asian,E09000004,1369
Mixed/multiple ethnic groups: Other Mixed,E09000004,1367
Asian/Asian British,E09000004,15243
Asian/Asian British: Indian,E09000004,7047
Asian/Asian British: Pakistani,E09000004,730
Asian/Asian British: Bangladeshi,E09000004,777
Asian/Asian British: Chinese,E09000004,2514
Asian/Asian British: Other Asian,E09000004,4175
Black/African/Caribbean/Black British,E09000004,19624
Black/African/Caribbean/Black British: African,E09000004,15952
Black/African/Caribbean/Black British: Caribbean,E09000004,2381
Black/African/Caribbean/Black British: Other Black,E09000004,1291
Other ethnic group,E09000004,1773
Other ethnic group: Arab,E09000004,303
Other ethnic group: Any other ethnic group,E09000004,1470
All usual residents,E09000005,311215
White,E09000005,112880
White: English/Welsh/Scottish/Northern Irish/British,E09000005,55887
White: Irish,E09000005,12320
White: Gypsy or Irish Traveller,E09000005,320
White: Other White,E09000005,44353
Mixed/multiple ethnic groups,E09000005,15775
Mixed/multiple ethnic groups: White and Black Caribbean,E09000005,4291
Mixed/multiple ethnic groups: White and Black African,E09000005,2820
Mixed/multiple ethnic groups: White and Asian,E09000005,3642
Mixed/multiple ethnic groups: Other Mixed,E09000005,5022
Asian/Asian British,E09000005,105986
Asian/Asian British: Indian,E09000005,58017
Asian/Asian British: Pakistani,E09000005,14381
Asian/Asian British: Bangladeshi,E09000005,1749
Asian/Asian British: Chinese,E09000005,3250
Asian/Asian British: Other Asian,E09000005,28589
Black/African/Caribbean/Black British,E09000005,58632
Black/African/Caribbean/Black British: African,E09000005,24391
Black/African/Caribbean/Black British: Caribbean,E09000005,23723
Black/African/Caribbean/Black British: Other Black,E09000005,10518
Other ethnic group,E09000005,17942
Other ethnic group: Arab,E09000005,11430
Other ethnic group: Any other ethnic group,E09000005,6512
All usual residents,E09000006,309392
White,E09000006,260870
White: English/Welsh/Scottish/Northern Irish/British,E09000006,239478
White: Irish,E09000006,4463
White: Gypsy or Irish Traveller,E09000006,580
White: Other White,E09000006,16349
Mixed/multiple ethnic groups,E09000006,10897
Mixed/multiple ethnic groups: White and Black Caribbean,E09000006,3897
Mixed/multiple ethnic groups: White and Black African,E09000006,1335
Mixed/multiple ethnic groups: White and Asian,E09000006,3016
Mixed/multiple ethnic groups: Other Mixed,E09000006,2649
Asian/Asian British,E09000006,16067
Asian/Asian British: Indian,E09000006,6215
Asian/Asian British: Pakistani,E09000006,1014
Asian/Asian British: Bangladeshi,E09000006,1265
Asian/Asian British: Chinese,E09000006,2768
Asian/Asian British: Other Asian,E09000006,4805
Black/African/Caribbean/Black British,E09000006,18686
Black/African/Caribbean/Black British: African,E09000006,9819
Black/African/Caribbean/Black British: Caribbean,E09000006,6609
Black/African/Caribbean/Black British: Other Black,E09000006,2258
Other ethnic group,E09000006,2872
Other ethnic group: Arab,E09000006,870
Other ethnic group: Any other ethnic group,E09000006,2002
All usual residents,E09000008,363378
White,E09000008,200195
White: English/Welsh/Scottish/Northern Irish/British,E09000008,171740
White: Irish,E09000008,5369
White: Gypsy or Irish Traveller,E09000008,234
White: Other White,E09000008,22852
Mixed/multiple ethnic groups,E09000008,23895
Mixed/multiple ethnic groups: White and Black Caribbean,E09000008,9650
Mixed/multiple ethnic groups: White and Black African,E09000008,3279
Mixed/multiple ethnic groups: White and Asian,E09000008,5140
Mixed/multiple ethnic groups: Other Mixed,E09000008,5826
Asian/Asian British,E09000008,59627
Asian/Asian British: Indian,E09000008,24660
Asian/Asian British: Pakistani,E09000008,10865
Asian/Asian British: Bangladeshi,E09000008,2570
Asian/Asian British: Chinese,E09000008,3925
Asian/Asian British: Other Asian,E09000008,17607
Black/African/Caribbean/Black British,E09000008,73256
Black/African/Caribbean/Black British: African,E09000008,28981
Black/African/Caribbean/Black British: Caribbean,E09000008,31320
Black/African/Caribbean/Black British: Other Black,E09000008,12955
Other ethnic group,E09000008,6405
Other ethnic group: Arab,E09000008,1701
Other ethnic group: Any other ethnic group,E09000008,4704
All usual residents,E09000009,338449
White,E09000009,165818
White: English/Welsh/Scottish/Northern Irish/British,E09000009,103035
White: Irish,E09000009,10428
White: Gypsy or Irish Traveller,E09000009,300
White: Other White,E09000009,52055
Mixed/multiple ethnic groups,E09000009,15066
Mixed/multiple ethnic groups: White and Black Caribbean,E09000009,3939
Mixed/multiple ethnic groups: White and Black African,E09000009,1989
Mixed/multiple ethnic groups: White and Asian,E09000009,4653
Mixed/multiple ethnic groups: Other Mixed,E09000009,4485
Asian/Asian British,E09000009,100439
Asian/Asian British: Indian,E09000009,48240
Asian/Asian British: Pakistani,E09000009,14711
Asian/Asian British: Bangladeshi,E09000009,1786
Asian/Asian British: Chinese,E09000009,4132
Asian/Asian British: Other Asian,E09000009,31570
Black/African/Caribbean/Black British,E09000009,36860
Black/African/Caribbean/Black British: African,E09000009,17299
Black/African/Caribbean/Black British: Caribbean,E09000009,13192
Black/African/Caribbean/Black British: Other Black,E09000009,6369
Other ethnic group,E09000009,20266
Other ethnic group: Arab,E09000009,9804
Other ethnic group: Any other ethnic group,E09000009,10462
All usual residents,E09000010,312466
White,E09000010,190640
White: English/Welsh/Scottish/Northern Irish/British,E09000010,126450
White: Irish,E09000010,6899
White: Gypsy or Irish Traveller,E09000010,344
White: Other White,E09000010,56947
Mixed/multiple ethnic groups,E09000010,17183
Mixed/multiple ethnic groups: White and Black Caribbean,E09000010,4852
Mixed/multiple ethnic groups: White and Black African,E09000010,2384
Mixed/multiple ethnic groups: White and Asian,E09000010,4189
Mixed/multiple ethnic groups: Other Mixed,E09000010,5758
Asian/Asian British,E09000010,34893
Asian/Asian British: Indian,E09000010,11648
Asian/Asian British: Pakistani,E09000010,2594
Asian/Asian British: Bangladeshi,E09000010,5599
Asian/Asian British: Chinese,E09000010,2588
Asian/Asian British: Other Asian,E09000010,12464
Black/African/Caribbean/Black British,E09000010,53687
Black/African/Caribbean/Black British: African,E09000010,28222
Black/African/Caribbean/Black British: Caribbean,E09000010,17334
Black/African/Caribbean/Black British: Other Black,E09000010,8131
Other ethnic group,E09000010,16063
Other ethnic group: Arab,E09000010,1930
Other ethnic group: Any other ethnic group,E09000010,14133
All usual residents,E09000011,254557
White,E09000011,159002
White: English/Welsh/Scottish/Northern Irish/British,E09000011,133130
White: Irish,E09000011,4291
White: Gypsy or Irish Traveller,E09000011,430
White: Other White,E09000011,21151
Mixed/multiple ethnic groups,E09000011,12274
Mixed/multiple ethnic groups: White and Black Caribbean,E09000011,4011
Mixed/multiple ethnic groups: White and Black African,E09000011,2699
Mixed/multiple ethnic groups: White and Asian,E09000011,2361
Mixed/multiple ethnic groups: Other Mixed,E09000011,3203
Asian/Asian British,E09000011,29894
Asian/Asian British: Indian,E09000011,7836
Asian/Asian British: Pakistani,E09000011,2594
Asian/Asian British: Bangladeshi,E09000011,1645
Asian/Asian British: Chinese,E09000011,5061
Asian/Asian British: Other Asian,E09000011,12758
Black/African/Caribbean/Black British,E09000011,48655
Black/African/Caribbean/Black British: African,E09000011,35164
Black/African/Caribbean/Black British: Caribbean,E09000011,8051
Black/African/Caribbean/Black British: Other Black,E09000011,5440
Other ethnic group,E09000011,4732
Other ethnic group: Arab,E09000011,1069
Other ethnic group: Any other ethnic group,E09000011,3663
All usual residents,E09000015,239056
White,E09000015,100991
White: English/Welsh/Scottish/Northern Irish/British,E09000015,73826
White: Irish,E09000015,7336
White: Gypsy or Irish Traveller,E09000015,181
White: Other White,E09000015,19648
Mixed/multiple ethnic groups,E09000015,9499
Mixed/multiple ethnic groups: White and Black Caribbean,E09000015,2344
Mixed/multiple ethnic groups: White and Black African,E09000015,1053
Mixed/multiple ethnic groups: White and Asian,E09000015,3417
Mixed/multiple ethnic groups: Other Mixed,E09000015,2685
Asian/Asian British,E09000015,101808
Asian/Asian British: Indian,E09000015,63051
Asian/Asian British: Pakistani,E09000015,7797
Asian/Asian British: Bangladeshi,E09000015,1378
Asian/Asian British: Chinese,E09000015,2629
Asian/Asian British: Other Asian,E09000015,26953
Black/African/Caribbean/Black British,E09000015,19708
Black/African/Caribbean/Black British: African,E09000015,8526
Black/African/Caribbean/Black British: Caribbean,E09000015,6812
Black/African/Caribbean/Black British: Other Black,E09000015,4370
Other ethnic group,E09000015,7050
Other ethnic group: Arab,E09000015,3708
Other ethnic group: Any other ethnic group,E09000015,3342
All usual residents,E09000016,237232
White,E09000016,207949
White: English/Welsh/Scottish/Northern Irish/British,E09000016,197615
White: Irish,E09000016,2989
White: Gypsy or Irish Traveller,E09000016,160
White: Other White,E09000016,7185
Mixed/multiple ethnic groups,E09000016,4933
Mixed/multiple ethnic groups: White and Black Caribbean,E09000016,1970
